49,49,255
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,255
50,50,256
50,50,256
50,50,256
50,50,253
50,50,255
50,50,256
50,50,256
50,50,252
50,50,256
50,50,256
50,50,255
50,50,255
50,50,256
50,50,256
50,50,256
50,50,256
50,50,252
50,50,256
50,50,256
50,50,254
50,50,256
50,50,256
50,50,256
50,50,255
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
