50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,255
50,50,256
50,50,255
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
50,50,256
