49,49,254
50,50,216
50,50,247
50,50,250
50,50,251
50,50,255
50,50,244
50,50,249
50,50,244
50,50,255
50,50,253
50,50,251
50,50,247
50,50,256
50,50,251
50,50,247
50,50,253
50,50,253
50,50,250
50,50,252
50,50,212
50,50,234
50,50,247
50,50,256
50,50,238
50,50,250
50,50,246
50,50,250
50,50,245
50,50,253
50,50,252
50,50,250
50,50,255
50,50,247
50,50,254
50,50,255
50,50,219
50,50,252
50,50,253
50,50,254
50,50,167
50,50,245
50,50,253
50,50,251
50,50,245
50,50,241
50,50,248
50,50,254
50,50,251
50,50,254
