50,50,251
50,50,253
50,50,240
50,50,249
50,50,252
50,50,253
50,50,254
50,50,252
50,50,249
50,50,255
50,50,253
50,50,246
50,50,250
50,50,254
50,50,247
50,50,256
50,50,252
50,50,251
50,50,253
50,50,255
50,50,197
50,50,254
50,50,248
50,50,253
50,50,247
50,50,238
50,50,244
50,50,249
50,50,250
50,50,250
50,50,253
50,50,247
50,50,253
50,50,248
50,50,251
50,50,250
50,50,221
50,50,255
50,50,246
50,50,253
50,50,171
50,50,243
50,50,253
50,50,249
50,50,253
50,50,245
50,50,248
50,50,250
50,50,239
50,50,253
