50,50,251
50,50,237
50,50,249
50,50,255
50,50,253
50,50,252
50,50,254
50,50,249
50,50,238
50,50,256
50,50,252
50,50,245
50,50,246
50,50,251
50,50,242
50,50,245
50,50,248
50,50,255
50,50,252
50,50,248
50,50,226
50,50,226
50,50,249
50,50,255
50,50,242
50,50,243
50,50,244
50,50,248
50,50,246
50,50,254
50,50,255
50,50,241
50,50,253
50,50,250
50,50,256
50,50,252
50,50,215
50,50,250
50,50,250
50,50,252
50,50,109
50,50,251
50,50,251
50,50,252
50,50,253
50,50,248
50,50,250
50,50,252
50,50,244
50,50,253
