24,24,3
22,22,3
28,28,5
20,20,4
21,21,4
23,23,4
24,24,3
18,18,3
26,26,3
17,17,3
16,16,3
19,19,4
23,23,3
18,18,3
28,28,3
21,21,4
21,21,3
18,18,4
19,19,4
26,26,3
29,29,4
18,18,3
12,12,3
20,20,4
22,22,3
20,20,3
23,23,3
15,15,3
18,18,3
22,22,3
22,22,4
20,20,3
21,21,4
17,17,3
27,27,3
16,16,4
19,19,4
27,27,3
21,21,3
17,17,4
18,18,3
26,26,3
21,21,3
24,24,4
17,17,3
28,28,3
26,26,4
20,20,3
20,20,4
21,21,3
